project_id|project_name|ward|sector|amount_allocated_zmw|amount_disbursed_zmw|fiscal_year|status|source_url|date_scraped
CDF-0169|Morden Matrket At Schimbwali|Chamuka|Commerce and Trade|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0170|River Cross Primary School|Chamuka|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0171|Munyeke Community|Chamuka|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0172|Chilala Secondary School|Chikanta|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0173|Chilala Primary School|Chikanta|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0174|Chilala Secondary School|Chikanta|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0175|Chilala Secondary School|Chikanta|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0176|Chikanta Primary School|Chikanta|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0177|Chikanta Primary School|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0178|Mweembo Primary School|Chikanta|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0179|Mweembo Primary School Mabombo Primary School|Chikanta|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0180|Habulile Community School|Chikanta|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0181|Mweembo Primary School|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0182|Chilala Mechanised System|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0183|Chilala Mechanised System Chikanta Primary School|Chikanta|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0184|Kaminya Community School|Chikanta|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0185|Chilala Community School|Chikanta|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0186|Habulile Primary And Secondary School|Chikanta|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0187|Kaumbasimunza And Simutenguna Village|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0188|Kapondo Branch (Simunza Village)|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0189|Kabunda East|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0190|Hambenzu Village|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0191|Mulala Village|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0192|Hachipombe North|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0193|Lubomba Village|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0194|Muchenjeje Village|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0195|Kalama Community|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0196|Mweemba Village|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0197|Hachipombe West|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0198|Simachbele Village|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0199|Sibombo|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0200|Hachipombe South Village|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0201|Nalube West|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0202|Hanambe Community|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0203|Cheebamalundu Village (Kangomba Community)|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0204|Borehole Drilling Of|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0205|Kamuseka Community|Chikanta|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0206|Kalemu Primary School|Chikanta|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0207|Dunuka Primary|Chikanta|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0208|Kasuwe Primary And Secondary|Chikanta|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0209|Kasuwe Primary And Secondary|Chikanta|Health|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0210|Ralemu Health Post|Chikanta|Health|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0211|Kalemu Health Post|Chikanta|Health|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0212|Kasukwe Community|Chikanta|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0213|Chilala 1X2 Crb|Chikanta|Water and Sanitation|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0214|Drilling Qf 3 Borehole|Chikanta|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0215|Chemicals For 5 Dip Tanks|Chikanta|Livestock|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0216|Mandema Community|Kasukwe|Infrastructure|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0217|Mandema Community|Kasukwe|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0218|Kasukwe Community|Kasukwe|Infrastructure|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0219|Dunka Zone|Kasukwe|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0220|Ijonathaa Sims Secondary School|Kasukwe|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0221|Jonathan Sims Secondary School|Kasukwe|Energy|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0222|Jonathan Sims Secondary Schoql|Kasukwe|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0223|Hjonathaa Sims Secondary School|Kasukwe|Livestock|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0224|Tusavgane Community Society|Kasukwe|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0225|Nakatala Primary School|Kasukwe|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0226|Nakatala Primary School|Kasukwe|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0227|Nakatala Primary School|Kasuku|Livestock|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0228|Dunka|Kasukwe|Commerce and Trade|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0229|Kasukwe Community|Kasukwe|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0230|Kalemu Primary School|Kasukwe|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0231|Isichibeya Primary Squoql|Kasukwe|Health|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0232|Construction Of Dunuka Health Post|Kasukwe|Water and Sanitation|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0233|Chemicals For Dip Tanks|Kasukwe|Livestock|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0234|Drilling Of A Borehole|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0235|Micheelo Village|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0236|Siatontola Village|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0237|Tonka Farmer'S Group|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0238|Matonga Village|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0239|Magani Community Group Matakala|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0240|Mmatakala Hiinti|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0241|Katundudu Community|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0242|Kanemunemu|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0243|Nchimenya Ulangilila Agriculture Cooperative Society|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0244|Lwambi East|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0245|Lwambi Village|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0246|Fsiabasimbllonzola Mazwanga Bbambukq Village|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0247|Twapengwa Group|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0248|Namachele Central|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0249|Nandwizi Group|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0250|Individual Hund Pump|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0251|Twabane Group|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0252|Lwambi Community|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0253|So Chiboql A Community|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0254|Drilling Of A Borehole|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0255|Mpango Group Village|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0256|Boongo|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0257|Boongo S4|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0258|Najinka Primary School|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0259|Tumango Communily|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0260|Kajipi Community Group|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0261|Chpondo Community School|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0262|Mukuyu Kayumba Women S Club|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0263|Cooperative Socity Mubombo Agricultural|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0264|Sibalwa Village|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0265|Community Namachelewest|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0266|Bbu Yu Lyampoko|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0267|Honda Community Group|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0268|Chilama Community|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0269|Kabanze Village|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0270|Watapenga Tochiboni Group|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0271|Chipondo Community Schoql|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0272|Muyala Village|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0273|Boongo Communty School|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0274|Mamachell Community Schoql|Katanda|Health|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0275|Chipondo Community School|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0276|School Mamaciiele Community|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0277|School Chizunda Community|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0278|Namachele Community Schoql|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0279|Mpango Community School|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0280|Mukanda Primary School|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0281|Muvjekula Group Of Siabasimbi Village|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0282|Nandwizi Primary School|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0283|Nandwizi Primary School|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0284|Malala Community Group|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0285|Nabulangu Basic Schoql|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0286|Chipondo Community Schoql|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0287|Chibinga Lwambl Chiboola|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0288|Ikabila Nyati Community|Katanda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0289|Nuink ! Primary School|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0290|Mmaciele Community School|Katanda|N/A|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0291|Katanda|Katanda|Livestock|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0292|Muchenjeje Community|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0293|Najinka Primary Schoql|Katanda|Health|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0294|Boongq Health Post|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0295|Boongo Community School|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0296|Nainka Primary School Luyando Community School|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0297|Luyando Community School|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0298|Nadwizi Primary School|Katanda|Infrastructure|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0299|Nabulangu Basic School|Katanda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0300|Nachoncho Community|Katanda|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0301|Constuction Of A Staff House|Katanda|Health|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0302|Staff House At Nabulangu Rhc|Katanda|Agriculture|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0303|Staff House At Katanda Agric Camp Office_|Mikata|Health|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0304|Health Post At Bungashiya|Mikata|Water and Sanitation|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0305|Chemicals For Dip Tanks|Mikata|Livestock|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0306|Mayaba Vlllage|Mikata|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0307|Chintema Community S3|Mikata|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0308|Chintema Community S3|Mikata|Health|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0309|Mikata|Mikata|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0310|Nabwelenge Village|Mikata|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0311|Hachomba Womens Club|Mikata|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0312|Hachobe Village|Mikata|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0313|Kabombo Womens Club|Mikata|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0314|Hachomba Youth Club|Mikata|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0315|Kasansa Hazchome Womens Club|Mikata|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0316|Mukamakwati Village|Mikata|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0317|Kabombo Vlllage|Mikata|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0318|Mwiili Primary Schoql|Mikata|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0319|Namakumba Village|Mikata|Livestock|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0320|Mikata Community|Mikata|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0321|Mabetacommunty School|Mikata|Infrastructure|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0322|Mwili Bick|Naluja|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0323|Mub Anga Primary School|Naluja|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0324|Siamankuli Community|Naluja|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0325|Kalama Community Club|Naluja|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0326|Green Valley Znfu Club|Naluja|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0327|Naluja Community|Naluja|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0328|Naluja Community|Naluja|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0329|Mubanga Secondary Boardnng|Naluja|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0330|Simwaanda Community|Naluja|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0331|Siamusunse Primary School|Naluja|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0332|Mubanga Primary Schoql|Naluja|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0333|Siamusunse Primary Schoql|Naluja|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0334|Siamusunse Primary Schoql|Naluja|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0335|Siamusunse Primary Schoql|Naluja|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0336|Mubanga Communty|Naluja|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0337|School Chitumbi Primary|Naluja|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0338|Mubanga Primary Schoql|Naluja|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0339|Mubanga Secondary Boarding|Naluja|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0340|Boarding Mubanga Secondary|Naluja|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0341|Mubanga Secondary Bqarding|Naluja|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0342|Mubanga Secondary Boarding|Naluja|Livestock|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0343|Kabula Crush Den|Naluja|Livestock|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
